language,normalized_training_mixture_weight,training_mixture_weight_before_coverage_normalization,training_mixture_percent_before_coverage_normalization,raw_public_count,num_training_entries,groups,entry_ids,represented_training_mixture_weight,weight_semantics
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 3. right instrument: Tool #2 (Pink). do a hysterectomy,5.453448151021187e-06,5.252188542941805e-06,0.0005252188542941806,2891,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #13 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,5.408175665505964e-06,5.208586839368439e-06,0.0005208586839368439,2867,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #14 (White). arm right: 1. right instrument: Tool #8 (Green). do a cholecystectomy,5.377994008495815e-06,5.179519036986194e-06,0.0005179519036986194,2851,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Purple). arm right: 2. right instrument: Tool #13 (Blue). do a hysterectomy,5.334607876543727e-06,5.137734071061718e-06,0.0005137734071061718,2828,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #14 (White). arm right: 1. right instrument: Tool #2 (Pink). do an inguinal hernia repair,5.330835169417458e-06,5.134100595763937e-06,0.0005134100595763937,2826,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #10 (Purple). do a hysterectomy,5.328948815854325e-06,5.132283858115047e-06,0.0005132283858115047,2825,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #14 (White). arm right: 2. right instrument: Tool #8 (Blue). do a cholecystectomy,5.300653512407311e-06,5.105032793381693e-06,0.0005105032793381693,2810,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Blue). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,5.270471855397162e-06,5.075964990999448e-06,0.0005075964990999448,2794,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #2 (Green). arm right: 0. right instrument: Tool #14 (White). do an inguinal hernia repair,5.270471855397162e-06,5.075964990999448e-06,0.0005075964990999448,2794,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #13 (Orange). arm right: 1. right instrument: Tool #2 (Blue). do a prostatectomy,5.26481279470776e-06,5.070514778052778e-06,0.0005070514778052778,2791,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #12 (Pink). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,5.2440629055132815e-06,5.050530663914984e-06,0.0005050530663914984,2780,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #8 (Purple). do a hysterectomy,5.1855859450561194e-06,4.994211796799385e-06,0.0004994211796799386,2749,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Cyan). arm right: 1. right instrument: Tool #13 (Orange). do a hysterectomy,5.1855859450561194e-06,4.994211796799385e-06,0.0004994211796799386,2749,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #8 (Cyan). do a hysterectomy,5.15917699517224e-06,4.968777469714921e-06,0.0004968777469714921,2735,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #9 (Blue). arm right: 1. right instrument: Tool #2 (Cyan). do an inguinal hernia repair,5.1497452273565685e-06,4.95969378147047e-06,0.0004959693781470471,2730,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #18 (Orange). do a cholecystectomy,5.1308816917252254e-06,4.941526404981567e-06,0.0004941526404981567,2720,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Green). arm right: 0. right instrument: Tool #14 (White). do an inguinal hernia repair,5.102586388278211e-06,4.9142753402482124e-06,0.0004914275340248212,2705,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #2 (Green). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,5.100700034715077e-06,4.912458602599323e-06,0.0004912458602599323,2704,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #8 (Cyan). do an inguinal hernia repair,5.0554275491998555e-06,4.868856899025956e-06,0.0004868856899025956,2680,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #1 (Blue). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,5.0403367206947805e-06,4.854322997834834e-06,0.00048543229978348335,2672,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #4 (Green). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,5.010155063684633e-06,4.82525519545259e-06,0.00048252551954525895,2656,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 3. right instrument: Tool #2 (Cyan). do a prostatectomy,4.936587274722395e-06,4.754402427145868e-06,0.00047544024271458675,2617,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Blue). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,4.79699711105046e-06,4.619963841127988e-06,0.00046199638411279875,2543,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #10 (Blue). do a hysterectomy,4.78379263610852e-06,4.607246677585756e-06,0.00046072466775857557,2536,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Blue). arm right: 3. right instrument: Tool #2 (Pink). do a prostatectomy,4.729088382777626e-06,4.5545612857679375e-06,0.00045545612857679377,2507,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Blue). arm right: 0. right instrument: Tool #14 (White). do a prostatectomy,4.636657058184047e-06,4.465541140972314e-06,0.0004465541140972314,2458,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #12 (Blue). arm right: 0. right instrument: Tool #17 (White). do a hysterectomy,4.634770704620912e-06,4.463724403323423e-06,0.0004463724403323423,2457,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #8 (Orange). do an inguinal hernia repair,4.59892998692136e-06,4.429206387994508e-06,0.00044292063879945075,2438,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Pink). arm right: 1. right instrument: Tool #2 (Blue). do a prostatectomy,4.5781800977268845e-06,4.409222273856715e-06,0.00044092222738567155,2427,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #17 (White). arm right: 1. right instrument: Tool #2 (Orange). do a hysterectomy,4.57629374416375e-06,4.407405536207825e-06,0.0004407405536207825,2426,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Cyan). arm right: 3. right instrument: Tool #13 (Orange). do a hysterectomy,4.536680319337929e-06,4.369254045581128e-06,0.0004369254045581128,2405,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
