language,num_training_entries_containing_string,entry_ids
arm left: 3. left instrument: Tool #4 (Green). arm right: 1. right instrument: Tool #2 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 3. left instrument: Tool #4 (Green). arm right: 1. right instrument: Tool #9 (Blue). do a prostatectomy,1,cmr_versius:03
clipping first clip left tube,1,jhu_imerse_dvrk:02
clipping first clip right tube,1,jhu_imerse_dvrk:02
clipping second clip left tube,1,jhu_imerse_dvrk:02
clipping second clip right tube,1,jhu_imerse_dvrk:02
clipping third clip left tube,1,jhu_imerse_dvrk:02
clipping third clip right tube,1,jhu_imerse_dvrk:02
cut,1,jhu_imerse_dvrk:11
dissect,1,jhu_imerse_dvrk:00
dissection,1,ucsd_dvrk:00
flap grasp,1,jhu_imerse_dvrk:11
go back from the cut left tube,1,jhu_imerse_dvrk:02
go back from the cut right tube,1,jhu_imerse_dvrk:02
go to the cutting position left tube,1,jhu_imerse_dvrk:02
go to the cutting position right tube,1,jhu_imerse_dvrk:02
going back first clip left tube,1,jhu_imerse_dvrk:02
going back first clip right tube,1,jhu_imerse_dvrk:02
going back second clip left tube,1,jhu_imerse_dvrk:02
going back second clip right tube,1,jhu_imerse_dvrk:02
going back third clip left tube,1,jhu_imerse_dvrk:02
going back third clip right tube,1,jhu_imerse_dvrk:02
grabbing gallbladder,1,jhu_imerse_dvrk:02
grasp,1,jhu_imerse_dvrk:00
knot tying,2,jhu_imerse_dvrk:10 | jhu_imerse_dvrk_mono:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Preparing the colon part for anastomosis,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Coagulation and dissection of the ovarian vessels,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Coagulation and dissection of the ovarian vesselsError: Surgeon cut an artery/vessel,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Coagulation of the utterine vessels,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Coagulation of the utterine vesselsPelvic lymphadenectomy,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Dissection of the broad ligament,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Dissection of the broad ligamentPelvic lymphadenectomy,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Dissection of the vesicouterine fold,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Dissection of the vesicouterine foldUterus neck dissection,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Error: Surgeon cut an artery/vessel,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Error: Surgeon cut an artery/vesselDissection of the broad ligament,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Pelvic lymphadenectomy,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Pelvic lymphadenectomyCoagulation of the utterine vessels,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Pelvic lymphadenectomyDissection of the vesicouterine fold,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Suturing the uterus stump,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Uterus neck dissection,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.Create the first penetrating hole inside the colon for anastomosis,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.Preparing the colon part for anastomosis,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: forceps. aux tool: forceps. The surgery process is a hysterectomy.Suturing the uterus stump,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Suturing the uterus stump,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: forceps. aux tool: none. The surgery process is a hysterectomy.Suturing the uterus stump,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: none. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Coagulation and dissection of the ovarian vessels,1,rob_surgical_bitrack:00
left tool: bi_maryland_forceps. right tool: none. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Suturing the uterus stump,1,rob_surgical_bitrack:00
left tool: forceps. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Suturing,1,rob_surgical_bitrack:00
left tool: forceps. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Suturing,1,rob_surgical_bitrack:00
left tool: forceps. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.,1,rob_surgical_bitrack:00
left tool: forceps. right tool: bi_maryland_forceps. aux tool: forceps. The surgery process is a hemicolectomy 2025-10-10_01.Suturing,1,rob_surgical_bitrack:00
left tool: forceps. right tool: bi_maryland_forceps. aux tool: forceps. The surgery process is a hemicolectomy.,1,rob_surgical_bitrack:00
left tool: forceps. right tool: bi_maryland_forceps. aux tool: forceps. The surgery process is a hemicolectomy.Suturing,1,rob_surgical_bitrack:00
left tool: forceps. right tool: bi_maryland_forceps. aux tool: none. The surgery process is a hemicolectomy 2025-10-10_01.Suturing,1,rob_surgical_bitrack:00
left tool: forceps. right tool: bi_maryland_forceps. aux tool: none. The surgery process is a hemicolectomy.,1,rob_surgical_bitrack:00
left tool: forceps. right tool: forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Suturing,1,rob_surgical_bitrack:00
left tool: forceps. right tool: forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.,1,rob_surgical_bitrack:00
left tool: forceps. right tool: forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.Suturing,1,rob_surgical_bitrack:00
left tool: forceps. right tool: forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.SuturingPause in the surgery,1,rob_surgical_bitrack:00
left tool: forceps. right tool: none. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Suturing,1,rob_surgical_bitrack:00
left tool: forceps. right tool: none. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.Suturing,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Artery coagulation,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Artery coagulationResect the lymphatic tissue around the mesenteric artery and vein,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Create the first penetrating hole inside the colon for anastomosis,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Create the first penetrating hole inside the colon for anastomosisCreate the second penetrating hole inside the colon for anastomosis,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Create the second penetrating hole inside the colon for anastomosis,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Create the second penetrating hole inside the colon for anastomosisLateral to lateral approximation,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Dissection and staple of the mesocolon while separating it from the retroperitoneum,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Dissection and staple of the mesocolon while separating it from the retroperitoneumPreparing the colon part for anastomosis,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Identify the inferior mesenteric artery and vein,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Identify the inferior mesenteric artery and veinArtery coagulation,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Lateral to lateral approximation,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Lateral to lateral approximationSuturing,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Preparing the colon part for anastomosis,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Resect the lymphatic tissue around the mesenteric artery and vein,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Resect the lymphatic tissue around the mesenteric artery and veinDissection and staple of the mesocolon while separating it from the retroperitoneum,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Suturing,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Artery coagulation,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Artery coagulationResect the lymphatic tissue around the mesenteric artery and vein,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Create the first penetrating hole inside the colon for anastomosis,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Create the first penetrating hole inside the colon for anastomosisCreate the second penetrating hole inside the colon for anastomosis,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Create the second penetrating hole inside the colon for anastomosis,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Create the second penetrating hole inside the colon for anastomosisLateral to lateral approximation,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Dissection and staple of the mesocolon while separating it from the retroperitoneum,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Dissection and staple of the mesocolon while separating it from the retroperitoneumPreparing the colon part for anastomosis,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Identify the inferior mesenteric artery and vein,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Identify the inferior mesenteric artery and veinArtery coagulation,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Lateral to lateral approximation,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Lateral to lateral approximationSuturing,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Preparing the colon part for anastomosis,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Preparing the colon part for anastomosisCreate the first penetrating hole inside the colon for anastomosis,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Resect the lymphatic tissue around the mesenteric artery and vein,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Resect the lymphatic tissue around the mesenteric artery and veinDissection and staple of the mesocolon while separating it from the retroperitoneum,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy InVivo 2.Suturing,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.,1,rob_surgical_bitrack:00
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.Artery coagulation,1,rob_surgical_bitrack:00
